,date_received,postcode,intent,label,colour,form,consumption_method,effects,major,minor,latitude,longitude
W100960,2026-05-19,LI58,Heroin,Not stated,Brown,Granules,Smoked,"Euphoria, Increased strength, Confusion, Loss of consciousness","Acetylcodeine, Heroin, Morphine, 6 Monoacetyl, Noscapine, Papaverine",Paracetamol,,
000235793,2026-05-19,Not stated,Heroin,Not stated,Brown,Powder,Smoked,"Euphoria, Increased stamina, Relaxed, Breathlessness","Acetylcodeine, Heroin, Morphine, 6 Monoacetyl, Noscapine, Papaverine",Paracetamol,,
W100709,2026-05-19,EH6,HEROIN,Not stated,Brown,Powder,Smoked,"Euphoria, Empathy, Relaxed, No effect","Heroin, Morphine, 6 Monoacetyl, Noscapine, Paracetamol, Caffeine","Acetylcodeine, Etonitazene, Metonitazene, Papaverine",55.9617,-3.1844
W100869,2026-05-19,SA1,Heroin,Not stated,Brown,Powder,Not stated,"Not stated,  ","Caffeine, Heroin, Ketamine, Morphine, 6 Monoacetyl, Noscapine, Paracetamol","Acetylcodeine, Papaverine",51.633979999999994,-3.94848
W100823,2026-05-19,SA11,heroin,heroin,Grey,Solid,Smoked,"Chest pains, Irregular heartbeat, No effect, Loss of consciousness","Acetylcodeine, Caffeine, Heroin, Morphine, 6 Monoacetyl, Noscapine, Paracetamol",Papaverine,51.70800714285714,-3.6944071428571426
W076295,2026-05-19,HR27,heroin,Not stated,Yellow,Powder,Intravenous,"Not stated,  ","Acetylcodeine, Heroin, Morphine, 6 Monoacetyl, Noscapine","Caffeine, Papaverine",51.98334078947369,-2.796544736842105
W100959,2026-05-19,LI58,Heroin,Not stated,Brown,Granules,Smoked,"Vomiting, Loss of consciousness","Heroin, Morphine, 6 Monoacetyl, Noscapine, Paracetamol","Acetylcodeine, Caffeine, Papaverine",,
W073584,2026-05-19,FK3,HEROIN,HEROIN,White,Powder,Smoked,Relaxed,Caffeine,Amphetamine,56.0114,-3.7218
000239023,2026-05-26,B9,heroin,Not stated,Brown,Powder,Intravenous,"Paranoia, Loss of consciousness, Itching","Acetylcodeine, Heroin, Morphine, 6 Monoacetyl, Noscapine",Papaverine,52.4783,-1.8506
W100980,2026-05-26,SO21,heroin,Not stated,Black,Granules,Smoked,"Increased senses, Agitation","Acetylcodeine, Caffeine, Heroin, Morphine, 6 Monoacetyl, Noscapine, Papaverine, Paracetamol",Morphine,51.08811935483871,-1.300141935483871
W101031,2026-05-29,EH48,HEROIN,Not stated,Brown,Powder,Smoked,"Euphoria, Empathy, Relaxed, Confusion","Caffeine, Medetomidine, Morphine, 6 Monoacetyl, Noscapine, Paracetamol","Dimethocaine, Heroin, Papaverine",55.91305714285714,-3.6746285714285714
W101032,2026-05-29,EH48,HEROIN,Not stated,Brown,Powder,Smoked,"Euphoria, Empathy, Relaxed, Confusion, Loss of consciousness","Caffeine, Morphine, 6 Monoacetyl, Noscapine, Paracetamol","Acetylcodeine, Dimethocaine, Medetomidine, Morphine, Papaverine",55.91305714285714,-3.6746285714285714
W101033,2026-05-29,EH48,HEROIN,Not stated,Brown,Powder,Smoked,"Euphoria, Empathy, Relaxed","Caffeine, Heroin, Noscapine, Paracetamol","Acetylcodeine, Metonitazene, Morphine, 6 Monoacetyl, Papaverine",55.91305714285714,-3.6746285714285714
W101009,2026-05-29,L10,HEROIN,Not stated,Brown,Powder,Intravenous,"Euphoria, Increased energy, Relaxed, Loss of consciousness","Acetylcodeine, Heroin, Morphine, 6 Monoacetyl, Noscapine, Papaverine",Paracetamol,53.4754,-2.952
W100279,2026-06-06,EH54,heroin,Not stated,Brown,Powder,Intravenous,"Euphoria, Memory loss, Depression, Loss of consciousness","Acetylcodeine, Heroin, Morphine, 6 Monoacetyl, Noscapine, Papaverine","Etonitazene, Medetomidine, Metonitazene, Tetracaine",55.9029,-3.5226
